DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2012-12-21,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,12.4545454545,9.89818296325,0
2012-11-11,DFW,Dallas-Fort Worth,32.896828,-97.037997,SFO,San Francisco,37.618972,-122.374889,12.56,10.3645228223,6
2011-11-17,PHX,Phoenix,33.434278,-112.011583,DEN,Denver,39.861656,-104.673178,9.75,6.38151112281,3
2012-08-29,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,11.7692307692,7.96646818764,7
2012-02-22,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,11.0909090909,7.50814853158,0
2012-12-26,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,12.5,8.94427191,5
2012-02-02,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,16.5806451613,11.5087624401,6
2011-11-08,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,10.380952381,6.85183326181,0
2012-11-03,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,8.77777777778,5.7040290771,5
2011-12-16,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,10.0,7.56967634711,3
2012-04-25,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364347,-71.005181,9.61111111111,7.79244648504,3
2012-12-01,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,12.7727272727,10.8405403932,5
2012-09-25,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364347,-71.005181,14.3181818182,11.93788034,3
2012-12-29,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,9.31578947368,6.15587011251,2
2012-08-12,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,9.05555555556,8.41897172862,0
2013-02-15,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364347,-71.005181,12.5238095238,10.6424576467,0
2012-02-02,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,10.7727272727,7.05712620711,0
2012-03-29,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,7.5,6.74536878162,0
2012-11-16,DEN,Denver,39.861656,-104.673178,LAX,Los Angeles,33.942536,-118.408075,11.4347826087,7.40899997519,3
2011-11-15,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751,-73.778925,11.9565217391,8.57839919835,1
2012-02-23,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,9.0,6.57647321898,0
2011-10-09,IAH,Houston,29.984433,-95.341442,LAX,Los Angeles,33.942536,-118.408075,12.0833333333,8.23521952225,6
2012-10-21,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,10.1818181818,7.32013767524,0
2012-06-05,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,12.4,8.11377429643,5
2013-01-24,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,7.6875,5.08224031965,6
2012-07-10,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861656,-104.673178,9.0,6.73560843968,3
2013-01-21,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861656,-104.673178,10.3333333333,6.80685928555,3
2012-10-29,JFK,New York,40.639751,-73.778925,SFO,San Francisco,37.618972,-122.374889,16.4137931034,13.0699143111,6
2012-07-14,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,11.4285714286,9.87710194628,0
2012-10-03,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,12.2272727273,9.76354647794,6
2012-05-02,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,13.8518518519,9.247468276,0
2013-03-05,DEN,Denver,39.861656,-104.673178,LAX,Los Angeles,33.942536,-118.408075,12.6666666667,12.1800222158,2
2013-01-14,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.2083333333,8.04324813615,7
2012-04-17,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278,-112.011583,10.5263157895,8.8466467034,0
2012-09-04,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,11.6086956522,9.44716951566,6
2012-01-13,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,8.0625,5.96063475367,7
2013-03-01,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,11.6842105263,9.66696914227,0
2012-01-06,BOS,Boston,42.364347,-71.005181,ATL,Atlanta,33.636719,-84.428067,9.58823529412,8.89563673613,0
2012-12-20,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,10.2,9.11101126746,5
2012-08-07,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,15.6896551724,11.3140350522,6
2012-05-08,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,9.16666666667,6.32688009723,3
2011-10-05,DEN,Denver,39.861656,-104.673178,LAX,Los Angeles,33.942536,-118.408075,13.3461538462,8.92610691261,6
2012-10-01,DEN,Denver,39.861656,-104.673178,ATL,Atlanta,33.636719,-84.428067,10.1578947368,7.15124820414,6
2012-12-08,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.27777777778,6.8754084846,2
2012-11-29,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,7.29411764706,5.38243330059,3
2012-04-03,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,8.92857142857,10.9014063011,6
2011-11-17,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,11.8076923077,7.97505727011,3
2011-10-11,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,11.5238095238,8.44167665585,6
2011-09-01,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.4545454545,7.92060166502,6
2012-10-06,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,12.2083333333,8.15597495927,0
2012-09-11,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,14.1785714286,9.77545517148,0
2012-10-09,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,13.1363636364,9.92493471033,6
2012-07-09,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,13.5384615385,9.21403611554,6
2012-01-08,BOS,Boston,42.364347,-71.005181,PHL,Philadelphia,39.871944,-75.241139,5.36363636364,4.05642027588,2
2012-01-17,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,7.75,5.25991127935,6
2012-06-09,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433,-95.341442,13.48,9.39024316334,2
2012-08-19,MIA,Miami,25.79325,-80.290556,JFK,New York,40.639751,-73.778925,14.8275862069,9.6030834539,5
2012-09-30,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,11.52,7.97976607844,1
2011-11-26,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,15.7333333333,10.6865475646,5
2012-11-16,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,15.4666666667,10.2779755599,6
2011-10-15,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,10.7619047619,7.71300694869,2
2013-01-11,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.42105263158,6.49201038434,6
2011-11-05,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.3181818182,7.84605672046,0
2012-11-03,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,9.52941176471,8.76867754467,5
2011-10-15,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,9.05882352941,6.89629056301,2
2012-08-31,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,15.9642857143,11.4906794527,6
2012-12-10,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,7.6875,5.12144185427,6
2011-12-22,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,12.7083333333,9.59836565194,7
2012-09-14,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,15.1379310345,9.90571313482,6
2012-04-07,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,17.2857142857,12.2512218564,0
2012-07-15,IAH,Houston,29.984433,-95.341442,LAX,Los Angeles,33.942536,-118.408075,13.6923076923,9.55309051886,0
2012-10-26,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.57894736842,6.45768955478,6
2012-03-21,BOS,Boston,42.364347,-71.005181,PHL,Philadelphia,39.871944,-75.241139,6.78571428571,4.66044849985,3
2012-01-06,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751,-73.778925,16.5625,10.9924827687,0
2011-09-21,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,14.6296296296,9.69991335468,0
2012-10-07,ATL,Atlanta,33.636719,-84.428067,DEN,Denver,39.861656,-104.673178,13.125,10.1823056243,0
2013-02-26,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,7.13333333333,6.18600571182,6
2012-07-15,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,10.0,6.99623959146,0
2012-06-11,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,8.21052631579,5.78867618112,3
2011-10-29,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,15.7878787879,10.5022544477,5
2011-10-21,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,11.1818181818,7.88993550361,1
2011-09-18,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,14.5,8.80340843083,3
2011-10-21,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,15.9411764706,10.3395128438,1
2012-12-04,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,10.7647058824,9.88388468521,0
2012-11-02,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,7.77777777778,5.61044777028,5
2011-12-27,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364347,-71.005181,7.13333333333,4.68838483712,2
2012-03-22,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,11.4545454545,7.95060508465,6
2012-04-21,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,15.275862069,10.284859023,6
2012-12-03,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,9.77777777778,7.64318655101,3
2012-05-17,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,15.9310344828,11.5292517242,3
2012-07-18,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,11.6363636364,9.95009190934,7
2012-07-06,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,11.4782608696,7.50678217721,5
2012-12-16,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,18.4848484848,13.4236759406,5
2013-02-23,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861656,-104.673178,11.0,8.15815883368,2
2012-04-06,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.4,8.04274295783,5
2012-12-22,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,14.32,8.70210702455,2
2012-12-21,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,13.9642857143,11.0234838308,6
2011-10-02,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,12.0869565217,8.14032076361,0
2012-02-01,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,10.380952381,6.92442192877,5
2011-10-02,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.5714285714,7.27716585335,6
2012-02-19,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,8.23529411765,5.4718531112,0
2012-07-01,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,11.0454545455,7.54338103257,0
2011-10-04,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.8181818182,8.14532506081,3
2012-12-31,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,6.46153846154,4.53900474802,4
2012-11-12,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.15789473684,5.89974724407,7
2012-07-28,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,17.0909090909,11.587610939,0
2012-03-02,EWR,Newark,40.6925,-74.168667,LAX,Los Angeles,33.942536,-118.408075,10.05,8.899881726,0
2012-03-01,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,9.0,8.43462252521,3
2012-01-15,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,13.48,10.1082474577,6
2011-12-11,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,11.4285714286,8.85195700719,6
2012-09-16,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,9.0,7.32575365861,6
2012-05-23,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,7.77777777778,5.69370710992,6
2012-04-22,ATL,Atlanta,33.636719,-84.428067,DEN,Denver,39.861656,-104.673178,8.65,6.01992306298,6
2012-07-14,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,13.8148148148,9.12746083588,5
2012-08-30,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433,-95.341442,8.83333333333,5.89366559262,6
2011-12-26,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,13.1818181818,10.7598741524,6
2011-11-20,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,9.05555555556,6.27293178686,5
2011-10-12,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,11.380952381,8.315504738,6
2012-02-15,MIA,Miami,25.79325,-80.290556,JFK,New York,40.639751,-73.778925,12.3684210526,11.1813859522,5
2012-04-30,ATL,Atlanta,33.636719,-84.428067,DEN,Denver,39.861656,-104.673178,9.80952380952,7.48744981699,6
2012-04-09,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.3333333333,8.98517297181,5
2012-12-26,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,10.0,8.0311892021,5
2012-07-22,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,13.1379310345,8.63846934991,0
2011-09-03,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,10.9090909091,7.13081235544,5
2012-11-04,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.66666666667,7.3029674334,6
2012-10-17,BOS,Boston,42.364347,-71.005181,ORD,Chicago,41.978603,-87.904842,11.3333333333,9.30770290315,7
2012-01-15,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,12.8518518519,9.02007889998,6
2011-12-04,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,12.2380952381,11.2067156737,6
2012-08-27,BOS,Boston,42.364347,-71.005181,ATL,Atlanta,33.636719,-84.428067,10.380952381,6.80790856634,3
2012-11-04,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,15.8148148148,11.340997911,0
2011-12-31,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,9.5,6.94728046665,4
2012-07-18,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278,-112.011583,11.1578947368,10.2537969005,0
2012-09-27,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,13.9166666667,10.7699932044,0
2013-01-25,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.9,6.64038679913,0
2011-11-12,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364347,-71.005181,13.3043478261,9.73015361277,5
2011-12-01,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.05,6.84778104667,6
2012-08-17,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,12.28,7.8502653883,6
2012-07-13,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,10.9473684211,10.0800886472,6
2012-07-06,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.6363636364,9.02665605197,5
2011-10-28,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,9.05882352941,7.90941360212,0
2012-11-15,DEN,Denver,39.861656,-104.673178,ATL,Atlanta,33.636719,-84.428067,12.0,7.95640294518,6
2012-03-18,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,14.72,10.9450140856,3
2011-11-03,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,9.66666666667,7.24365848417,3
2011-10-08,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.9333333333,9.28823257503,3
2011-11-04,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,10.95,8.62966121187,3
2012-07-31,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,10.0434782609,6.71144382833,1
2011-12-02,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,11.5,8.02822402231,6
2013-01-06,BOS,Boston,42.364347,-71.005181,PHL,Philadelphia,39.871944,-75.241139,8.0,5.85540043769,2
2012-10-16,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,9.0,7.06222344591,6
2013-01-09,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,14.4074074074,10.8069039872,0
2012-01-28,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.89473684211,6.99122256708,2
2012-02-11,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751,-73.778925,13.6896551724,10.1457360793,3
2012-07-25,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.005181,11.9166666667,7.79027636205,7
2012-12-23,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.36,10.9197069558,5
2012-09-14,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.005181,13.6,9.89528507253,7
2012-03-15,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,12.2380952381,10.3725829083,0
2012-07-25,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,16.9032258065,12.5839973477,7
2012-05-06,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,9.84210526316,6.86588310978,6
2012-03-29,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,8.72222222222,5.77831194112,0
2012-02-06,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,10.1666666667,8.65855578231,6
2012-12-07,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.005181,10.5,7.69483764064,3
2011-09-15,DEN,Denver,39.861656,-104.673178,LAX,Los Angeles,33.942536,-118.408075,13.3076923077,8.6983641256,3
2012-08-06,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,11.5652173913,7.59082033509,6
2012-08-10,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,9.29411764706,7.15685603008,3
2012-06-23,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,12.6,8.4656167328,0
2013-02-13,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,9.84210526316,7.16676866512,5
2013-01-27,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,11.4347826087,7.70965207891,0
2012-09-27,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751,-73.778925,20.119047619,12.9618622212,3
2012-02-27,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,10.9130434783,8.28971456619,3
2013-02-21,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,8.05555555556,6.40286904646,3
2012-04-20,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.17647058824,7.14348736716,3
2011-11-14,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,9.94444444444,8.40498607076,7
2011-10-09,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,9.61904761905,7.35850657726,6
2012-03-30,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,11.5,8.13428956127,6
2012-02-28,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278,-112.011583,9.15789473684,5.92792972944,6
2012-08-25,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,12.5652173913,8.9839558353,2
2012-02-22,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751,-73.778925,17.1935483871,13.8357492384,1
2012-07-04,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,11.15,8.60400763414,5
2012-11-09,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751,-73.778925,17.125,12.1250207848,1
2012-09-28,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.005181,8.33333333333,6.81693393215,6
2012-03-15,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,10.3333333333,8.24216799958,3
2012-08-30,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,12.8181818182,10.6397116128,3
2012-02-03,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,8.5625,7.00446286306,7
2012-03-20,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,10.9,9.03152373925,3
2013-01-30,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,7.21428571429,5.88581830699,3
2013-01-10,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,13.0740740741,8.06190436524,0
2011-10-07,PHX,Phoenix,33.434278,-112.011583,DEN,Denver,39.861656,-104.673178,9.78947368421,7.17696119049,3
2012-08-05,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,13.0454545455,11.0301632882,6
2012-02-25,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,8.84210526316,7.47040946293,5
2012-08-15,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,12.72,8.34425950379,0
2012-07-15,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,14.3333333333,10.236288839,7
2012-02-05,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,12.5789473684,12.1943328799,0
2012-03-21,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.290556,8.25,6.0608030271,0
2012-10-02,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364347,-71.005181,6.16666666667,5.13160143945,1
2011-09-06,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.94736842105,7.39724937025,0
2012-06-18,BOS,Boston,42.364347,-71.005181,SFO,San Francisco,37.618972,-122.374889,10.1363636364,7.61762026673,3
2013-03-02,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,4.0,2.16024689947,4
2011-12-26,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,11.92,8.42575417,0
2012-09-10,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,11.9545454545,8.45423124678,3
2012-03-16,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,11.1111111111,9.82726632379,6
2012-02-15,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,8.86666666667,7.52013171111,5
2011-09-05,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.14285714286,6.30306048111,0
2011-11-12,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861656,-104.673178,10.0588235294,6.90534745899,2
2012-04-20,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.72,11.0360016914,7
2011-11-12,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364347,-71.005181,10.0,8.97217922246,2
2011-12-23,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,14.0357142857,9.19130886926,3
2012-02-21,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751,-73.778925,13.1153846154,10.2071618899,1
2012-07-21,BOS,Boston,42.364347,-71.005181,SFO,San Francisco,37.618972,-122.374889,13.5416666667,10.83062954,0
2012-03-03,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,10.8571428571,7.74135462491,5
2012-10-11,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,10.2631578947,8.86843406735,6
2012-03-11,PHX,Phoenix,33.434278,-112.011583,ORD,Chicago,41.978603,-87.904842,11.7826086957,7.85641904166,6
2012-06-28,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,13.9285714286,10.1577504488,3
2012-09-15,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,12.55,11.0285514628,5
2012-10-07,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,14.724137931,11.2690998237,3
2012-09-21,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,15.1034482759,10.2655624979,7
2013-01-09,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364347,-71.005181,6.0,5.15751878329,6
2013-01-05,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278,-112.011583,11.2727272727,8.03078492387,2
2012-02-03,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.0625,7.72415043872,0
2011-09-03,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,11.6538461538,7.77144675176,5
